"title","original_language","release_date","popularity","vote_count","vote_average","budget","revenue","runtime","adult","genre_names","high_rating"
"Mad Monster Party?","en",1967-03-08,4.62,49,6.5,0,0,95,FALSE,"Animation, Comedy, Family, Fantasy, Horror, Music",TRUE
"The Victim","en",2011-06-06,4.62,39,4.5,8e+05,0,84,FALSE,"Action, Horror, Thriller",FALSE
"Redd Inc.","en",2012-11-03,4.617,67,5.8,5e+05,1e+06,93,FALSE,"Comedy, Horror, Thriller",TRUE
"The Valdemar Legacy II: The Forbidden Shadow","es",2011-01-28,4.615,56,5.5,0,0,90,FALSE,"Horror, Mystery",TRUE
"Black Rain","en",2009-06-12,4.613,12,5.2,0,0,90,FALSE,"Action, Horror, TV Movie",FALSE
"Rorschach","en",2015-10-13,4.612,16,5,7000,0,75,FALSE,"Horror, Mystery",FALSE
"See No Evil","en",1971-09-02,4.607,88,6.5,0,0,89,FALSE,"Crime, Horror, Mystery, Thriller",TRUE
"Neighbor","en",2009-07-28,4.607,32,4.6,0,0,90,FALSE,"Horror, Thriller",FALSE
"Mischief Night","en",2014-05-20,4.606,21,4.1,0,0,88,FALSE,"Horror",FALSE
"Shiver","es",2008-02-08,4.604,72,6.2,0,0,91,FALSE,"Horror, Thriller",TRUE
"The Tomb","en",1986-05-13,4.603,17,3.4,185000,0,84,FALSE,"Fantasy, Horror",FALSE
"Body Count","it",1986-10-28,4.603,48,5.1,0,0,87,FALSE,"Horror",FALSE
"The Black Door","en",2001-01-01,4.601,25,6.5,0,0,96,FALSE,"Horror",TRUE
"Britannia Hospital","en",1982-05-27,4.6,51,6.5,0,0,116,FALSE,"Comedy, Drama, Horror, Science Fiction",TRUE
"Wolf Town","en",2011-07-09,4.6,24,3.7,0,0,90,FALSE,"Action, Horror, Thriller",FALSE
"Cellar Dweller","en",1988-09-20,4.596,47,4.5,0,0,77,FALSE,"Fantasy, Horror",FALSE
"Triassic World","en",2018-06-19,4.596,20,3.7,0,0,90,FALSE,"Action, Horror, Science Fiction",FALSE
"The School","en",2018-10-04,4.594,32,4.5,0,0,89,FALSE,"Horror, Mystery, Thriller",FALSE
"Day of the Animals","en",1977-05-13,4.585,53,5,1200000,0,97,FALSE,"Horror, Science Fiction, Thriller",FALSE
"Man from Deep River","it",1972-08-07,4.585,50,5.9,0,0,93,FALSE,"Adventure, Horror",TRUE
"Unholy Women","ja",2006-11-25,4.583,18,5.7,0,0,107,FALSE,"Horror",TRUE
"Ibiza Undead","en",2017-11-02,4.583,13,4.9,0,0,95,FALSE,"Action, Comedy, Horror",FALSE
"Arabella: Black Angel","it",1989-09-08,4.582,14,5.6,0,0,86,FALSE,"Crime, Horror, Thriller",TRUE
"Born","en",2007-01-01,4.581,17,4,0,0,107,FALSE,"Horror",FALSE
"C.H.U.D. II: Bud the Chud","en",1989-05-05,4.576,55,4.3,49200000,62405000,85,FALSE,"Comedy, Horror, Science Fiction",FALSE
"Class of Nuke 'Em High 2: Subhumanoid Meltdown","en",1991-03-29,4.575,42,4.5,0,0,95,FALSE,"Comedy, Horror, Science Fiction",FALSE
"The Living Dead Girl","fr",1982-10-23,4.572,56,5.7,0,0,86,FALSE,"Horror",TRUE
"Rites of Spring","en",2011-01-01,4.57,47,4.3,0,0,81,FALSE,"Horror, Thriller",FALSE
"School Spirit","en",2019-08-02,4.569,44,5.4,0,0,84,FALSE,"Horror, TV Movie",TRUE
"The Wig","ko",2005-08-12,4.567,43,5,0,2146621,106,FALSE,"Horror, Mystery",FALSE
"Let's Be Evil","en",2016-08-05,4.564,119,4.2,0,0,83,FALSE,"Horror, Science Fiction, Thriller",FALSE
"I Will Follow You Into the Dark","en",2012-12-20,4.563,41,4.5,5e+06,0,107,FALSE,"Drama, Horror, Romance, Thriller",FALSE
"Time Share","es",2018-08-02,4.56,54,5.6,0,0,96,FALSE,"Drama, Horror, Mystery",TRUE
"Ritual","en",2012-04-26,4.559,83,5.5,2e+05,0,87,FALSE,"Horror, Mystery, Thriller",TRUE
"Silk","zh",2006-09-28,4.555,66,6.2,0,0,108,FALSE,"Drama, Horror, Mystery, Science Fiction, Thriller",TRUE
"Phone","ko",2002-07-26,4.555,92,6.1,0,0,103,FALSE,"Horror, Mystery, Thriller",TRUE
"Victim","en",2010-11-17,4.555,28,4.8,0,0,74,FALSE,"Horror",FALSE
"Asylum of Fear","en",2018-01-09,4.555,41,5.6,0,0,79,FALSE,"Horror, Mystery, Thriller",TRUE
"Hungerford","en",2014-05-03,4.552,90,4.1,40000,0,79,FALSE,"Action, Horror, Science Fiction",FALSE
"Dead Sea","en",2014-04-15,4.551,26,4.5,5e+05,0,90,FALSE,"Action, Adventure, Horror, Mystery, Science Fiction, Thriller",FALSE
"Mummy, I'm a Zombie","es",2014-10-06,4.55,36,7.2,64319,1e+06,88,FALSE,"Animation, Fantasy, Horror",TRUE
"Little Necro Red","en",2019-12-29,4.549,24,5.8,0,0,75,FALSE,"Horror",TRUE
"Ludo","bn",2015-07-17,4.544,39,2.9,0,0,90,FALSE,"Horror",FALSE
"The Final Terror","en",1983-05-01,4.542,54,5,0,0,82,FALSE,"Horror, Thriller",FALSE
"Star Runners","en",2009-06-13,4.541,25,6.1,0,0,88,FALSE,"Horror, Science Fiction, TV Movie",TRUE
"The Curse of Downers Grove","en",2015-08-21,4.54,56,4.8,2e+06,0,89,FALSE,"Drama, Horror, Mystery, Thriller",FALSE
"Ghostmates","en",2016-12-15,4.537,22,5.2,0,0,84,FALSE,"Comedy, Fantasy, Horror",FALSE
"Succubus: Hell-Bent","en",2007-04-17,4.535,19,4.8,0,0,96,FALSE,"Horror, Thriller",FALSE
"Laserblast","en",1978-03-01,4.534,70,3,0,0,85,FALSE,"Action, Horror, Science Fiction, Thriller",FALSE
"Blind Woman's Curse","ja",1970-06-20,4.534,46,6.4,0,0,85,FALSE,"Action, Crime, Drama, Horror",TRUE
"Black Demons","it",1991-01-05,4.531,22,3.9,0,0,88,FALSE,"Horror",FALSE
"The Horror of Frankenstein","en",1970-11-08,4.53,47,5.8,0,0,95,FALSE,"Horror, Science Fiction",TRUE
"Psychosis","en",2010-07-19,4.53,28,4,1200000,0,89,FALSE,"Horror, Mystery, Thriller",FALSE
"Red Riding Hood","en",2006-06-27,4.53,19,6.1,0,0,84,FALSE,"Family, Horror",TRUE
"Scared Stiff","en",1987-10-23,4.526,17,4.8,1300000,0,83,FALSE,"Horror",FALSE
"The Hatching","en",2014-11-22,4.526,22,4.5,0,0,90,FALSE,"Comedy, Horror, Science Fiction",FALSE
"Krampus Unleashed","en",2016-11-01,4.526,24,4.3,0,0,80,FALSE,"Horror",FALSE
"Dollman vs. Demonic Toys","en",1993-10-13,4.523,57,4.8,0,0,64,FALSE,"Action, Fantasy, Horror, Science Fiction, Thriller",FALSE
"The Barn","en",2016-10-31,4.522,36,4.8,0,0,88,FALSE,"Horror",FALSE
"Dead 7","en",2016-04-01,4.522,49,4.3,0,0,89,FALSE,"Comedy, Horror, Western",FALSE
"The Seamstress","en",2009-09-24,4.521,25,4.2,2500000,0,85,FALSE,"Crime, Horror, Mystery, Thriller",FALSE
"The Calling","en",2000-01-01,4.521,51,5.2,0,0,89,FALSE,"Horror, Thriller",FALSE
"Demon House","en",2018-03-16,4.521,85,5.2,2.2e+07,0,111,FALSE,"Documentary, Horror, Mystery, Thriller",FALSE
"A Haunting in Cawdor","en",2015-05-01,4.519,17,4.6,0,0,100,FALSE,"Horror, Thriller",FALSE
"The Eclipse","en",2009-04-24,4.516,39,6.1,3e+06,0,88,FALSE,"Drama, Horror",TRUE
"The Sender","en",1982-10-22,4.512,37,5.7,0,0,91,FALSE,"Horror, Thriller",TRUE
"Slaughter Hotel","it",1971-08-02,4.511,51,4.7,0,0,97,FALSE,"Horror, Mystery, Thriller",FALSE
"Pretham","ml",2016-08-12,4.509,18,5.1,0,0,127,FALSE,"Comedy, Horror",FALSE
"Range 15","en",2016-06-15,4.508,52,4.8,0,0,89,FALSE,"Comedy, Horror",FALSE
"All the Creatures Were Stirring","en",2018-04-06,4.507,46,5.2,0,0,80,FALSE,"Horror",FALSE
"Dr. Jekyll and Mr. Hyde","en",2008-05-17,4.501,29,4.7,0,0,89,FALSE,"Drama, Horror, Science Fiction, Thriller",FALSE
"The Mephisto Waltz","en",1971-04-09,4.498,46,6.3,0,0,115,FALSE,"Horror",TRUE
"The Lullaby","en",2017-03-01,4.498,48,5.8,0,0,86,FALSE,"Horror",TRUE
"Schlock","en",1973-03-01,4.497,40,5.9,60000,0,80,FALSE,"Comedy, Horror, Science Fiction",TRUE
"The Passion of Darkly Noon","en",1995-01-02,4.495,58,5.9,0,0,99,FALSE,"Drama, Horror, Mystery, Thriller",TRUE
"Death House","en",2018-02-28,4.495,35,4,0,10615000,88,FALSE,"Action, Crime, Fantasy, Horror, Thriller",FALSE
"Jack Frost 2: The Revenge of the Mutant Killer Snowman","en",2000-11-21,4.494,45,4.6,0,0,91,FALSE,"Comedy, Fantasy, Horror",FALSE
"House of Dark Shadows","en",1970-09-09,4.494,51,6.1,750000,0,97,FALSE,"Drama, Horror, Thriller",TRUE
"The Reincarnation of Peter Proud","en",1975-04-25,4.494,40,5.8,0,0,105,FALSE,"Horror, Mystery",TRUE
"Kingdom Come","en",2014-08-20,4.493,51,4.7,3e+06,0,99,FALSE,"Horror, Mystery",FALSE
"Days of Darkness","en",2007-09-21,4.491,20,4.9,0,0,89,FALSE,"Action, Horror, Science Fiction",FALSE
"Macabre","id",2009-10-08,4.491,58,6.2,0,0,95,FALSE,"Horror, Thriller",TRUE
"Backwoods","en",2008-01-03,4.49,38,4.6,0,0,85,FALSE,"Horror, Thriller, TV Movie",FALSE
"The Bleeding","en",2009-11-02,4.488,21,2.6,7e+06,0,80,FALSE,"Action, Horror, Thriller",FALSE
"Killer Pad","en",2008-02-05,4.486,29,4.7,0,0,84,FALSE,"Comedy, Horror",FALSE
"Sawney: Flesh of Man","en",2012-08-22,4.485,25,5.4,0,0,89,FALSE,"Horror",TRUE
"Stay Out Stay Alive","en",2019-11-26,4.485,17,5.4,1e+06,0,83,FALSE,"Drama, Horror, Thriller",TRUE
"Dementia","en",1955-12-22,4.481,53,6.7,0,0,56,FALSE,"Crime, Horror",TRUE
"Daughter of Darkness","cn",1993-10-28,4.48,15,5.9,0,0,96,FALSE,"Horror, Thriller",TRUE
"Tooth and Nail","en",2007-10-16,4.479,48,4.6,0,0,94,FALSE,"Drama, Horror, Science Fiction, Thriller",FALSE
"4D Man","en",1959-10-07,4.479,38,5.6,0,0,85,FALSE,"Horror, Science Fiction",TRUE
"Rumpelstiltskin","en",1995-11-24,4.477,36,4.8,0,0,87,FALSE,"Horror",FALSE
"Mansion of the Living Dead","es",1982-11-18,4.476,20,4.5,0,0,97,FALSE,"Horror",FALSE
"New Year's Evil","en",1980-12-26,4.473,62,4.7,5e+05,0,86,FALSE,"Horror, Thriller",FALSE
"The Rope Curse 2","zh",2020-09-02,4.473,15,6,0,0,104,FALSE,"Horror",TRUE
"Satan's Baby Doll","it",1982-06-29,4.472,25,5.6,0,0,75,FALSE,"Horror",TRUE
"Hellhounds","en",2009-07-19,4.466,14,3.5,0,0,0,FALSE,"Adventure, Fantasy, Horror, TV Movie",FALSE
"The Monster That Challenged the World","en",1957-06-01,4.466,39,5.6,0,0,84,FALSE,"Horror, Science Fiction",TRUE
"Nightmare Beach","en",1989-09-01,4.466,54,5.7,0,0,90,FALSE,"Horror, Thriller",TRUE
"Twice-Told Tales","en",1963-09-01,4.465,54,6.3,0,0,120,FALSE,"Horror, Mystery, Romance, Science Fiction",TRUE
"Nothing Underneath","it",1985-11-07,4.464,49,5.4,0,0,90,FALSE,"Crime, Horror, Mystery, Thriller",TRUE
"My Boyfriend's Back","en",1993-08-06,4.462,65,5.6,0,3335984,85,FALSE,"Comedy, Horror, Romance",TRUE
"Not of This Earth","en",1988-05-20,4.462,41,4.5,210000,107352,81,FALSE,"Horror, Science Fiction",FALSE
"Chupacabra vs. the Alamo","en",2013-03-23,4.46,29,5.1,2e+06,0,88,FALSE,"Action, Fantasy, Horror, TV Movie",FALSE
"Wind Walkers","en",2015-10-16,4.457,14,6.8,0,0,93,FALSE,"Action, Horror, Thriller",TRUE
"Capsized: Blood in the Water","en",2019-07-31,4.456,26,4.1,0,0,83,FALSE,"Drama, Horror, Thriller, TV Movie",FALSE
"Sasquatch Mountain","en",2006-09-09,4.455,28,5.3,0,0,90,FALSE,"Fantasy, Horror, Mystery, Science Fiction, Thriller",FALSE
"Hangar 10","en",2014-10-22,4.455,47,4.4,0,0,87,FALSE,"Horror, Science Fiction, Thriller",FALSE
"Night of the Eagle","en",1962-04-25,4.449,66,6.8,0,0,90,FALSE,"Drama, Horror",TRUE
"The Fallen Ones","en",2005-05-14,4.446,22,3.9,0,0,89,FALSE,"Action, Horror, Thriller, TV Movie",FALSE
"American Refugee","en",2021-12-10,4.446,27,6.1,0,0,95,FALSE,"Horror, Thriller",TRUE
"The Vanguard","en",2008-02-07,4.445,19,3.9,0,0,89,FALSE,"Action, Horror, Science Fiction",FALSE
"Plague Town","en",2008-10-27,4.439,29,4.7,0,0,88,FALSE,"Horror, Thriller",FALSE
"Silent Warnings","en",2003-05-03,4.439,26,4.2,0,0,87,FALSE,"Horror, Science Fiction, Thriller",FALSE
"The Damned","en",1962-11-16,4.439,84,6.3,0,0,87,FALSE,"Horror, Science Fiction",TRUE
"Out of the Dark","cn",1995-07-06,4.436,55,6.8,0,0,86,FALSE,"Comedy, Fantasy, Horror",TRUE
"The V Word","en",2006-11-10,4.436,38,5,0,0,59,FALSE,"Horror, TV Movie",FALSE
"Stucco","en",2019-08-08,4.436,21,5.2,0,0,18,FALSE,"Horror",FALSE
"Poison","en",1991-04-05,4.435,53,6.3,250000,609524,85,FALSE,"Drama, Horror, Science Fiction",TRUE
"Satan's School for Girls","en",1973-09-19,4.434,29,5.4,0,0,78,FALSE,"Horror, Mystery, TV Movie",TRUE
"American Exorcism","en",2017-05-02,4.434,13,5.1,0,0,92,FALSE,"Horror",FALSE
"Lady Frankenstein","it",1971-10-22,4.432,39,5,2e+05,139683000,99,FALSE,"Horror, Science Fiction",FALSE
"Bled","en",2008-01-01,4.432,12,3.9,0,0,95,FALSE,"Horror",FALSE
"Prom Night III: The Last Kiss","en",1990-03-30,4.429,46,4.8,0,0,97,FALSE,"Comedy, Horror, Thriller",FALSE
"Dead Cert","en",2010-08-26,4.429,18,4.7,0,0,92,FALSE,"Action, Horror, Thriller",FALSE
"The Creature Walks Among Us","en",1956-04-26,4.428,55,5.6,0,0,79,FALSE,"Adventure, Horror, Science Fiction",TRUE
"9","ml",2019-02-07,4.419,18,6.8,0,0,159,FALSE,"Horror, Mystery, Science Fiction, Thriller",TRUE
"Dark Prince: The True Story of Dracula","en",2000-10-31,4.418,33,6.4,0,0,92,FALSE,"Horror, TV Movie",TRUE
"LD 50 Lethal Dose","en",2003-02-23,4.417,21,3.6,0,0,97,FALSE,"Horror",FALSE
"Female Vampire","fr",1973-04-07,4.415,41,4.2,0,0,105,FALSE,"Horror",FALSE
"Devil in the Flesh","en",1998-01-04,4.415,29,5,0,0,99,FALSE,"Horror, Thriller",FALSE
"The Uninvited Guest","es",2004-10-21,4.412,79,6.4,0,0,110,FALSE,"Drama, Horror, Mystery, Thriller",TRUE
"Tasmanian Devils","en",2013-01-31,4.41,29,5.3,0,0,91,FALSE,"Action, Adventure, Fantasy, Horror, Science Fiction, TV Movie",FALSE
"122","ar",2019-01-02,4.41,26,6,0,0,95,FALSE,"Horror, Thriller",TRUE
"Hypothermia","en",2012-10-02,4.409,41,3.9,0,0,73,FALSE,"Horror",FALSE
"Hellbent","en",2004-06-26,4.408,33,5.4,0,0,85,FALSE,"Horror",TRUE
"Before Someone Gets Hurt","en",2019-10-24,4.406,17,4.2,0,0,86,FALSE,"Horror",FALSE
"Étoile","it",1989-03-17,4.404,20,5.6,0,0,101,FALSE,"Fantasy, Horror, Mystery, Romance",TRUE
"The Seventh Curse","cn",1986-10-17,4.398,31,6.4,0,0,78,FALSE,"Action, Adventure, Fantasy, Horror",TRUE
"Mindwarp","en",1991-09-28,4.398,59,5.2,1e+06,0,91,FALSE,"Horror, Science Fiction, Thriller",FALSE
"Inside","en",2006-03-26,4.397,16,4.4,0,0,99,FALSE,"Drama, Horror, Thriller",FALSE
"Curse of the Witching Tree","en",2015-05-18,4.394,27,4.5,0,0,90,FALSE,"Horror",FALSE
"Massacre in Dinosaur Valley","it",1985-08-13,4.393,51,5,0,0,88,FALSE,"Action, Adventure, Horror",FALSE
"Caged","fr",2010-10-06,4.391,83,5.2,0,0,84,FALSE,"Horror, Thriller",FALSE
"Warbirds","en",2008-04-19,4.39,21,3.1,1500000,0,85,FALSE,"Horror",FALSE
"The Amityville Terror","en",2016-04-01,4.388,46,5.4,5e+05,0,84,FALSE,"Horror",TRUE
"Hoax","en",2019-08-20,4.387,30,4.6,0,0,96,FALSE,"Horror",FALSE
"Bloodsuckers","en",2005-07-30,4.385,30,4.1,1700000,0,99,FALSE,"Horror",FALSE
"100 Ghost Street: The Return of Richard Speck","en",2012-07-24,4.385,35,4.6,150,0,84,FALSE,"Horror",FALSE
"Little Deaths","en",2011-02-25,4.384,75,4.5,0,0,90,FALSE,"Horror, Romance, Thriller",FALSE
"Rampage","en",1987-09-01,4.383,31,5.9,7500000,796368,97,FALSE,"Drama, Horror, Thriller",TRUE
"Blade: The Iron Cross","en",2020-06-26,4.383,15,4.6,90000,0,70,FALSE,"Horror",FALSE
"The Terminal Man","en",1974-06-19,4.382,36,5.5,0,0,107,FALSE,"Horror, Science Fiction, Thriller",TRUE
"Hex","en",2019-09-06,4.382,37,4.2,0,0,85,FALSE,"Horror, Thriller",FALSE
"KILD TV","en",2016-03-01,4.381,12,5,0,0,87,FALSE,"Horror, Thriller",FALSE
"The Kiss","en",1988-10-14,4.379,36,5.6,6e+06,0,101,FALSE,"Drama, Fantasy, Horror, Thriller",TRUE
"Minutes to Midnight","en",2018-07-03,4.378,22,4.4,0,0,91,FALSE,"Action, Horror",FALSE
"The Satanic Nun","en",2018-08-14,4.376,15,4.8,0,0,82,FALSE,"Horror",FALSE
"Saturday Morning Massacre","en",2012-06-16,4.374,26,4.5,0,0,83,FALSE,"Horror",FALSE
"Ouija Shark","en",2020-03-07,4.374,55,4.9,300,0,70,FALSE,"Comedy, Horror",FALSE
"Dead Still","en",2014-10-06,4.373,11,3.9,2e+06,0,94,FALSE,"Horror, Science Fiction, Thriller",FALSE
"Terror Birds","en",2016-03-08,4.371,16,4.5,0,0,90,FALSE,"Horror, Science Fiction",FALSE
"The Vindicator","en",1986-02-14,4.368,21,4.5,4210000,0,93,FALSE,"Action, Horror, Science Fiction",FALSE
"Curse of the Crimson Altar","en",1968-12-01,4.368,50,5.4,0,0,87,FALSE,"Horror, Mystery",TRUE
"Attack Girls' Swim Team Versus the Undead","ja",2007-12-25,4.367,24,4.5,0,0,78,FALSE,"Action, Horror",FALSE
"Moontrap","en",1989-04-28,4.366,76,4.7,0,0,92,FALSE,"Horror, Science Fiction",FALSE
"Stir of Echoes: The Homecoming","en",2007-08-11,4.365,43,4.8,0,0,89,FALSE,"Horror, Thriller",FALSE
"Schizoid","en",1980-09-01,4.365,30,5.4,0,0,89,FALSE,"Horror, Mystery",TRUE
"Phobia 2","th",2009-09-09,4.356,61,6.1,0,5030049,125,FALSE,"Horror, Thriller",TRUE
"Monsturd","en",2003-04-08,4.355,14,6.5,0,0,80,FALSE,"Comedy, Horror, Science Fiction",TRUE
"The Diabolical Dr. Z","es",1966-08-01,4.355,25,6.1,0,0,86,FALSE,"Horror, Science Fiction",TRUE
"ReGOREgitated Sacrifice","en",2010-03-02,4.355,25,4,0,0,66,FALSE,"Horror",FALSE
"Homecoming","en",2005-12-02,4.354,44,5.8,0,0,58,FALSE,"Horror, Thriller, TV Movie",TRUE
"The Changeover","en",2017-09-28,4.353,31,5.6,0,112749,95,FALSE,"Fantasy, Horror, Thriller",TRUE
"Hider in the House","en",1989-05-13,4.351,34,6.1,0,0,104,FALSE,"Horror, Thriller",TRUE
"Cemetery of Terror","es",1985-12-12,4.35,33,5.9,0,0,91,FALSE,"Horror",TRUE
"The Alligator People","en",1959-07-16,4.349,36,5.7,0,0,74,FALSE,"Horror, Science Fiction",TRUE
"Vipers","en",2008-01-01,4.347,28,4.3,9e+06,0,95,FALSE,"Action, Horror, Science Fiction, TV Movie",FALSE
"Shiver","en",2012-04-21,4.346,22,3.9,4e+06,0,92,FALSE,"Horror, Thriller",FALSE
"Silent Retreat","en",2016-01-12,4.344,27,4.7,0,0,92,FALSE,"Horror, Mystery, Thriller",FALSE
"Transylvania 6-5000","en",1963-11-30,4.343,45,6.8,0,0,7,FALSE,"Animation, Comedy, Horror",TRUE
"Cell 213","en",2011-06-10,4.338,53,5.2,0,0,109,FALSE,"Horror",FALSE
"Toxin","en",2015-01-29,4.337,22,3.2,0,0,81,FALSE,"Drama, Horror, Science Fiction, Thriller",FALSE
"The Long Night","en",2022-02-04,4.336,42,5.5,0,0,91,FALSE,"Horror",TRUE
"A Dog's Breakfast","en",2007-03-03,4.335,43,6.5,120000,0,88,FALSE,"Comedy, Horror",TRUE
"Animals","en",2008-11-05,4.335,27,3.9,5500000,0,88,FALSE,"Horror, Thriller",FALSE
"Charismata","en",2017-11-04,4.335,20,4.8,0,0,100,FALSE,"Horror",FALSE
"One-Eyed Monster","en",2008-11-11,4.334,50,4.5,0,0,84,FALSE,"Comedy, Horror, Science Fiction",FALSE
"Lake Dead","en",2007-11-09,4.333,44,4.5,0,0,90,FALSE,"Horror, Thriller",FALSE
"Viral","en",2013-11-29,4.331,12,4.9,0,0,95,FALSE,"Comedy, Horror, Thriller",FALSE
"Bride of the Monster","en",1955-05-11,4.329,82,4.6,70000,0,69,FALSE,"Horror, Science Fiction",FALSE
"Salvage","en",2010-03-22,4.328,36,5.3,0,0,79,FALSE,"Horror",FALSE
"Outcast","en",2010-12-10,4.328,42,5.2,0,0,98,FALSE,"Fantasy, Horror",FALSE
"Dark Moon Rising","en",2009-10-10,4.326,24,4.1,3e+06,0,124,FALSE,"Horror",FALSE
"The Watch","en",2008-03-02,4.326,29,5.1,0,0,90,FALSE,"Drama, Horror, Mystery, TV Movie",FALSE
"Party Bus To Hell","en",2018-04-13,4.322,35,5.3,0,0,81,FALSE,"Comedy, Horror, Thriller",FALSE
"Mother Joan of the Angels","pl",1961-02-09,4.321,61,7.6,0,0,110,FALSE,"Drama, Horror, Mystery",TRUE
"Blood Widow","en",2014-06-03,4.319,55,4.3,0,0,84,FALSE,"Horror",FALSE
"Dead Ant","en",2017-10-10,4.319,45,5.2,0,0,87,FALSE,"Comedy, Horror",FALSE
"Killer Crocodile 2","en",1990-12-01,4.317,19,5.6,0,0,87,FALSE,"Horror",TRUE
"All My Friends Hate Me","en",2022-03-11,4.31,34,6.2,0,0,93,FALSE,"Comedy, Horror, Thriller",TRUE
"Dark Relic","en",2010-03-27,4.309,15,3.6,0,0,88,FALSE,"Fantasy, Horror, Science Fiction",FALSE
"Wild in Blue","en",2014-05-05,4.309,16,4.7,0,0,82,FALSE,"Horror",FALSE
"Father's Day","en",2011-06-19,4.307,67,5.5,250000,0,99,FALSE,"Action, Comedy, Horror",TRUE
"Deep Dark","en",2015-09-04,4.307,73,5.1,0,0,79,FALSE,"Horror",FALSE
"Beyond the Door III","en",1989-10-01,4.306,21,4.4,0,0,94,FALSE,"Horror",FALSE
"The Devil's Nightmare","fr",1971-11-14,4.302,32,6.3,0,0,95,FALSE,"Fantasy, Horror",TRUE
"Demons","ja",1971-02-13,4.302,52,7.8,0,0,134,FALSE,"Drama, Horror",TRUE
"Crowhaven Farm","en",1970-11-24,4.301,17,6.2,0,0,74,FALSE,"Horror, TV Movie",TRUE
"The Haunting of Sorority Row","en",2007-10-06,4.3,34,5.3,0,0,90,FALSE,"Horror, Mystery, Thriller, TV Movie",FALSE
"Maneater","en",2007-07-23,4.3,14,4.6,0,0,88,FALSE,"Action, Drama, Horror, Thriller",FALSE
"The Gauntlet","en",2013-08-23,4.299,26,4.6,0,0,85,FALSE,"Action, Adventure, Horror",FALSE
"Disappearance","en",2002-04-21,4.298,19,5.2,0,0,92,FALSE,"Horror, Mystery, Thriller, TV Movie",FALSE
"Night of the Living Dead: Darkest Dawn","en",2015-10-05,4.298,16,5.4,750000,0,80,FALSE,"Action, Animation, Horror",TRUE
"The Basement","en",2018-09-14,4.297,44,4.4,0,0,90,FALSE,"Horror",FALSE
"Concrete","ja",2004-02-11,4.296,22,5.8,0,0,113,FALSE,"Crime, Horror",TRUE
"Shadow","en",2009-12-12,4.294,63,5.4,0,0,77,FALSE,"Horror, Thriller",TRUE
"Don't Panic","en",1989-03-02,4.294,28,5.3,0,0,90,FALSE,"Horror",FALSE
"The Amityville Asylum","en",2013-06-03,4.294,34,3.6,20000,0,88,FALSE,"Horror",FALSE
"Suzzanna: Buried Alive","id",2018-11-15,4.293,20,5.6,0,0,125,FALSE,"Drama, Horror",TRUE
"Delivered","en",2020-05-08,4.293,16,5.5,0,0,80,FALSE,"Horror, Thriller, TV Movie",TRUE
"Saturday the 14th","en",1981-10-30,4.288,71,5.1,0,0,75,FALSE,"Comedy, Fantasy, Horror",FALSE
"Aaaaaaaah!","en",2015-08-28,4.288,36,4.6,0,0,80,FALSE,"Comedy, Horror, Thriller",FALSE
"Escape from Tomorrow","en",2013-10-11,4.278,180,4.7,650,0,90,FALSE,"Comedy, Horror",FALSE
"Resurrection","es",2016-01-07,4.277,18,5.6,0,0,102,FALSE,"Horror",TRUE
"The Nude Vampire","en",1970-05-01,4.273,35,4.9,0,0,85,FALSE,"Horror, Science Fiction",FALSE
"A Horrible Way to Die","en",2010-09-14,4.271,66,5.2,0,0,87,FALSE,"Drama, Horror, Thriller",FALSE
"Room for Rent","en",2019-05-03,4.271,69,6.6,0,0,81,FALSE,"Horror, Thriller",TRUE
"The Grapes of Death","fr",1978-07-05,4.27,68,6,0,0,91,FALSE,"Horror",TRUE
"Kuntilanak","id",2018-06-14,4.266,55,6.2,0,0,105,FALSE,"Comedy, Horror",TRUE
"Bullets of Justice","en",2020-07-10,4.266,38,5.5,0,0,76,FALSE,"Action, Comedy, Horror, Science Fiction, War",TRUE
"Donner Pass","en",2012-11-15,4.265,40,4.2,3e+05,0,90,FALSE,"Horror",FALSE
"Project Viper","en",2002-05-15,4.264,11,5.4,5e+05,0,85,FALSE,"Horror, Science Fiction",TRUE
"Restoration","en",2016-05-03,4.26,30,4.4,0,0,90,FALSE,"Horror",FALSE
"Night Drive","en",2010-10-14,4.259,13,4.6,0,0,103,FALSE,"Horror, Thriller",FALSE
"Noblesse: Awakening","ja",2016-02-04,4.258,21,7.2,0,0,32,FALSE,"Action, Animation, Comedy, Drama, Fantasy, Horror, Mystery",TRUE
"The Watermen","en",2011-12-25,4.257,25,3.6,1150000,0,96,FALSE,"Horror, Thriller",FALSE
"Across the River","it",2013-06-21,4.256,82,5.2,0,0,87,FALSE,"Horror, Mystery, Thriller",FALSE
"The Day Time Ended","en",1980-11-01,4.255,38,3.8,6e+05,0,79,FALSE,"Adventure, Horror, Science Fiction",FALSE
"The Ninth Passenger","en",2018-07-18,4.253,23,4.8,0,0,93,FALSE,"Horror",FALSE
"Butterfly Kisses","en",2018-10-23,4.252,35,6.2,0,0,91,FALSE,"Horror, Mystery",TRUE
"Red Christmas","en",2016-06-17,4.248,46,4.3,0,0,82,FALSE,"Horror, Thriller",FALSE
"Twisted Nerve","en",1968-12-20,4.241,38,6.8,0,0,112,FALSE,"Drama, Horror, Thriller",TRUE
"Among the Shadows","en",2019-03-05,4.241,40,4.1,0,0,90,FALSE,"Crime, Horror, Thriller",FALSE
